x1,id,survey,year,month,day,h_key,x,y,lon_deep,lat_deep,lon_shallow,lat_shallow,mean_cor_depth_m,mean_bathy,mean_depthdiff,num_quadrats,presence,lat,lon,depth,source,num_surveys,multiple_surveys
4983,754_1,PAC 2014-29,2014,5,3,754,698770.8895,964546.6274,-130.5649,53.59848334,-130.5642666,53.59775003,3,3.603999853,0.603999853,1,1,53.59848334,-130.5649,3,bhm,6,1
4751,701_9,PAC 2014-29,2014,5,3,701,700133.0727,964669.1809,-130.5460334,53.59986668,-130.5436167,53.60119998,7,6.823796272,0.176203728,2,1,53.59986668,-130.5460334,7,bhm,9,1
882,1314_1,PAC2018-067,2018,6,3,1314,561990.3221,925279.5322,-132.57235,53.15143334,-132.5715,53.15125,0.272727273,0,1.636363636,2,0,53.15143334,-132.57235,0.272727273,bhm,4,1
879,1312_3,PAC2018-067,2018,6,3,1312,565694.9981,925296.5242,-132.5175333,53.15475,-132.5174,53.15475,11.14285714,12,2.571428571,3,0,53.15475,-132.5175333,11.14285714,bhm,1,0
871,1310_3,PAC2018-067,2018,6,3,1310,570915.7542,926640.7761,-132.4414333,53.17096667,-132.4416833,53.17133333,13.0952381,15,1.904761905,3,0,53.17096667,-132.4414333,13.0952381,bhm,3,1
880,1313_1,PAC2018-067,2018,6,3,1313,563087.148,928621.0623,-132.5606167,53.18216667,-132.5588167,53.18178333,7.5,3,4.5,2,0,53.18216667,-132.5606167,7.5,bhm,2,1
874,1311_1,PAC2018-067,2018,6,3,1311,569016.278,932298.6716,-132.47715,53.22013334,-132.4760167,53.22055,15.71428571,16,0.761904762,6,0,53.22013334,-132.47715,15.71428571,bhm,5,1
3959,511_2,PAC 2014-58,2014,9,3,511,745636.722,941238.7154,-129.83725,53.41526667,-129.83715,53.41583335,10.79310345,10.56704521,0.982562821,3,1,53.41526667,-129.83725,10.79310345,bhm,6,1
3966,512_4,PAC 2014-58,2014,9,3,512,745561.3981,943311.6251,-129.8404,53.43368333,-129.8391,53.43356667,8.315789474,9.630009651,1.854564282,5,1,53.43368333,-129.8404,8.315789474,bhm,6,1
3973,514_3,PAC 2014-58,2014,9,3,514,746076.4862,944976.2657,-129.8337166,53.44876668,-129.8336667,53.44888334,0,-1.874490857,1.874490857,1,1,53.44876668,-129.8337166,0,bhm,3,1
3971,513_4,PAC 2014-58,2014,9,3,513,748236.0563,945113.1324,-129.8014333,53.45091667,-129.8011333,53.45120001,-0.405405405,-3.347687483,2.942282077,3,1,53.45091667,-129.8014333,-0.405405405,bhm,2,1
3975,515_1,PAC 2014-58,2014,9,3,515,745470.6913,945694.0895,-129.8432667,53.45521666,-129.8431167,53.4555,1.352941176,-0.847594678,2.283014029,5,1,53.45521666,-129.8432667,1.352941176,bhm,2,1
4029,533_3,PAC 2014-58,2014,9,3,533,741553.73,947617.6255,-129.9041334,53.47018334,-129.9035334,53.47046668,11.83333333,11.92030239,1.192230622,6,1,53.47018334,-129.9041334,11.83333333,bhm,4,1
4098,550_3,PAC 2014-58,2014,9,3,550,740343.7906,948604.1263,-129.92305,53.47843332,-129.92335,53.47853333,14,15.85226917,1.852269173,1,1,53.47843332,-129.92305,14,bhm,3,1
4073,543_4,PAC 2014-58,2014,9,3,543,741894.7494,949793.2477,-129.9008666,53.48999999,-129.90035,53.48953333,13,13.74025822,0.740258217,2,1,53.48999999,-129.9008666,13,bhm,5,1
4088,547_3,PAC 2014-58,2014,9,3,547,741980.0704,952727.8207,-129.9019167,53.5162,-129.90085,53.51536668,-2,-0.192662492,1.807337508,1,1,53.5162,-129.9019167,-2,bhm,7,1
4094,548_1,PAC 2014-58,2014,9,3,548,743299.5904,954318.6686,-129.8828334,53.53116668,-129.8822833,53.53131666,-1.777777778,-3.369999886,1.900222164,10,1,53.53116668,-129.8828334,-1.777777778,bhm,1,0
4086,546_5,PAC 2014-58,2014,9,3,546,740146.1722,956233.058,-129.9323167,53.54688333,-129.9324333,53.54669997,12,14.1258812,2.125881195,1,0,53.54688333,-129.9323167,12,bhm,1,0
622,1255_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1255,1131623.052,384289.8733,-124.22365,48.45984999,-124.2218167,48.46228333,9.476923077,9.131316185,0.482983824,11,0,48.45984999,-124.22365,9.476923077,bhm,7,1
629,1256_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1256,1129957.322,385007.9858,-124.2458833,48.46670001,-124.2442,48.46904999,11.32142857,11.01967525,0.328455448,6,0,48.46670001,-124.2458833,11.32142857,bhm,10,1
639,1257_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1257,1126700.096,386696.1588,-124.2895,48.48264999,-124.2897,48.48428332,14.78571429,12.70378208,2.081932204,10,0,48.48264999,-124.2895,14.78571429,bhm,6,1
645,1258_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1258,1125482.652,388164.224,-124.3050167,48.49595,-124.3016167,48.49678332,4.620853081,2.525187731,2.09566535,12,0,48.49595,-124.3050167,4.620853081,bhm,1,0
646,1259_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1259,1124365.022,388852.5676,-124.3201667,48.50256666,-124.31915,48.50488332,10.16666667,10.20808411,0.305389404,6,0,48.50256666,-124.3201667,10.16666667,bhm,9,1
659,1260_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1260,1122658.25,389180.5009,-124.3432,48.5059,-124.3431,48.50696665,11.58333333,10.30852032,1.634753386,4,0,48.5059,-124.3432,11.58333333,bhm,7,1
666,1261_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1261,1120790.307,389407.4243,-124.36835,48.50833333,-124.3682667,48.50918334,13.46666667,12.91900158,0.547665087,2,0,48.50833333,-124.36835,13.46666667,bhm,9,1
675,1262_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1262,1118861.69,390017.9772,-124.394,48.51418333,-124.3930833,48.51513335,10.25,10.06524086,0.28262043,3,0,48.51418333,-124.394,10.25,bhm,8,1
684,1263_10,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1263,1117507.569,390632.1415,-124.4125333,48.51845001,-124.4123833,48.51943334,3.810810811,3.908394337,0.982669199,2,1,48.51845001,-124.4125333,3.810810811,bhm,8,1
691,1264_1,Habitat Mapping 2017 - Juan de Fuca,2017,9,3,1264,1115759.185,390707.0406,-124.43565,48.521,-124.4341333,48.52223333,16,16.62965202,0.629652023,4,0,48.521,-124.43565,16,bhm,12,1
984,1331_4,PAC2018-105,2018,9,3,1331,890674.9734,645113.1307,-127.55265,50.80973333,-127.5523333,50.81018333,10.0952381,10.02390194,1.044645491,9,1,50.80973333,-127.55265,10.0952381,bhm,3,1
981,1330_1,PAC2018-105,2018,9,3,1330,895738.1349,645190.8912,-127.4805,50.81184998,-127.4803,50.81216666,10,8.119297981,1.880702019,1,1,50.81184998,-127.4805,10,bhm,3,1
987,1332_2,PAC2018-105,2018,9,3,1332,895648.6436,645737.79,-127.4823,50.81648331,-127.4827833,50.81655,10,9.433473587,0.566526413,1,0,50.81648331,-127.4823,10,bhm,4,1
991,1333_1,PAC2018-105,2018,9,3,1333,889969.4735,646182.1489,-127.56305,50.81908334,-127.5633,50.81866665,12.66071429,13.23929882,0.904599326,4,1,50.81908334,-127.56305,12.66071429,bhm,5,1
996,1335_4,PAC2018-105,2018,9,3,1335,885365.5272,647343.2744,-127.629,50.82878335,-127.6282167,50.82891668,11.04651163,10.36966419,1.60310916,4,0,50.82878335,-127.629,11.04651163,bhm,3,1
1010,1339_4,PAC2018-105,2018,9,3,1339,892038.6937,647540.1586,-127.5341333,50.83183333,-127.5331,50.83241666,13.51428571,14.08226395,1.249725015,3,0,50.83183333,-127.5341333,13.51428571,bhm,5,1
4878,729_1,PAC 2014-29,2014,5,4,729,695086.7354,949949.2379,-130.6059333,53.46606668,-130.6043333,53.46606668,1.5,-2.53026104,4.03026104,2,0,53.46606668,-130.6059333,1.5,bhm,1,0
4884,730_1,PAC 2014-29,2014,5,4,730,696941.1917,950525.6779,-130.5795333,53.47224998,-130.5831167,53.47188333,8.23125,7.229552746,1.001697254,11,1,53.47224998,-130.5795333,8.23125,bhm,7,1
4911,736_7,PAC 2014-29,2014,5,4,736,693560.2924,953970.5814,-130.6338667,53.50053333,-130.6336833,53.50076666,2.243902439,4.54968071,2.305778271,8,1,53.50053333,-130.6338667,2.243902439,bhm,1,0
4944,742_1,PAC 2014-29,2014,5,4,742,702980.0322,955504.0528,-130.4923167,53.52025,-130.4918667,53.52021666,9.454545455,6.721059322,2.733486132,3,1,53.52025,-130.4923167,9.454545455,bhm,3,1
2664,252_5,PAC 2015-36,2015,5,4,252,648850.4897,799452.8031,-131.1372333,52.09146667,-131.1384,52.09148333,4,3,1,1,1,52.09146667,-131.1372333,4,bhm,5,1
2665,253_1,PAC 2015-36,2015,5,4,253,648617.0204,800419.0839,-131.1427,52.09983333,-131.1463667,52.09863334,14.38461538,14,0.384615385,2,0,52.09983333,-131.1427,14.38461538,bhm,10,1
2650,250_16,PAC 2015-36,2015,5,4,250,649341.2528,801142.7792,-131.1362833,52.1073,-131.1320333,52.10686667,3,3,0,1,1,52.1073,-131.1362833,3,bhm,9,1
2682,255_11,PAC 2015-36,2015,5,4,255,646683.8715,803056.3494,-131.1715,52.12141666,-131.1735333,52.12241666,1.745098039,1,0.745098039,4,0,52.12141666,-131.1715,1.745098039,bhm,7,1
2693,256_7,PAC 2015-36,2015,5,4,256,648653.077,804330.5868,-131.145,52.13458333,-131.1460667,52.13504999,1.19047619,3,1.80952381,5,1,52.13458333,-131.145,1.19047619,bhm,6,1
2960,304_12,PAC 2015-36,2015,5,4,304,650476.2151,807015.6115,-131.1243333,52.15933334,-131.1208833,52.16068333,7,7,0,2,0,52.15933334,-131.1243333,7,bhm,10,1
2695,257_1,PAC 2015-36,2015,5,4,257,649410.9839,807559.8477,-131.13865,52.16455,-131.1402167,52.16533333,12.43283582,11,1.432835821,8,1,52.16455,-131.13865,12.43283582,bhm,7,1
2708,259_1,PAC 2015-36,2015,5,4,259,650579.4831,810192.078,-131.12355,52.18875,-131.1192167,52.1895,10.17777778,9,1.177777778,9,1,52.18875,-131.12355,10.17777778,bhm,9,1
838,1303_2,PAC2018-067,2018,6,4,1303,569001.9674,918482.8039,-132.4589833,53.0965,-132.4591333,53.09623334,14,16,2,1,0,53.0965,-132.4589833,14,bhm,3,1
812,1297_5,PAC2018-067,2018,6,4,1297,566374.2823,919684.8206,-132.4997833,53.1048,-132.4997333,53.10508333,2.076923077,5,4.230769231,5,0,53.1048,-132.4997833,2.076923077,bhm,1,0
813,1298_1,PAC2018-067,2018,6,4,1298,561169.453,924383.041,-132.58405,53.1426,-132.5845,53.14213333,2.424778761,0,2.424778761,8,0,53.1426,-132.58405,2.424778761,bhm,1,0
3585,420_1,PAC 2014-58,2014,9,4,420,767948.51,853879.339,-129.43705,52.64360002,-129.4365667,52.64405003,12,11.74157619,0.258423805,8,1,52.64360002,-129.43705,12,bhm,3,1
3588,421_5,PAC 2014-58,2014,9,4,421,769755.7336,856441.2587,-129.4129,52.66700001,-129.4124333,52.66708336,-0.875,-3.071788311,2.196788311,2,0,52.66700001,-129.4129,-0.875,bhm,1,0
3593,424_5,PAC 2014-58,2014,9,4,424,769386.0576,859606.6152,-129.4198,52.69501667,-129.4202833,52.69538333,15,19.65330505,4.653305054,1,1,52.69501667,-129.4198,15,bhm,1,0
3680,444_8,PAC 2014-58,2014,9,4,444,781187.9733,859618.3183,-129.2463167,52.69975001,-129.2458,52.70008335,2.1,2.002987385,1.500256062,6,1,52.69975001,-129.2463167,2.1,bhm,5,1
3665,441_2,PAC 2014-58,2014,9,4,441,778501.134,863795.501,-129.2879833,52.73655001,-129.2877833,52.73616664,12.63157895,13.93394756,1.302368616,2,1,52.73655001,-129.2879833,12.63157895,bhm,6,1
3706,450_1,PAC 2014-58,2014,9,4,450,772861.8672,864331.3356,-129.3719,52.73878333,-129.3717333,52.73831666,3.25862069,0.766600192,2.492020498,3,1,52.73878333,-129.3719,3.25862069,bhm,2,1
3713,453_11,PAC 2014-58,2014,9,4,453,772040.717,868118.3129,-129.3888,52.77178332,-129.3876,52.77231668,3.264367816,5.061077118,1.796709302,10,1,52.77178332,-129.3888,3.264367816,bhm,6,1
3719,454_1,PAC 2014-58,2014,9,4,454,774234.1637,868186.0227,-129.3548667,52.77415002,-129.3558,52.77408333,12.52380952,10.08278179,2.468621663,6,1,52.77415002,-129.3548667,12.52380952,bhm,5,1
3724,455_3,PAC 2014-58,2014,9,4,455,771912.9898,870125.9479,-129.39015,52.79051666,-129.3905833,52.79108334,2.191780822,5.033049107,2.841268285,6,1,52.79051666,-129.39015,2.191780822,bhm,5,1
3735,458_1,PAC 2014-58,2014,9,4,458,775086.2154,871182.7001,-129.3435333,52.80163333,-129.3432333,52.80188332,12.36363636,14.42069244,2.05705608,2,0,52.80163333,-129.3435333,12.36363636,bhm,5,1
3675,443_5,PAC 2014-58,2014,9,4,443,779645.9414,873619.6404,-129.2777,52.82538331,-129.2777667,52.82523333,2.419354839,5.348052979,2.92869814,2,1,52.82538331,-129.2777,2.419354839,bhm,3,1
3733,457_20,PAC 2014-58,2014,9,4,457,775072.1714,876962.3277,-129.3442167,52.85493336,-129.3480667,52.85314999,1.265306122,2.005592823,0.740286701,5,1,52.85493336,-129.3442167,1.265306122,bhm,6,1
4190,570_10,PAC 2014-29,2014,5,5,570,709769.2491,973530.17,-130.4088333,53.68453331,-130.4081167,53.68491669,2,1.925831795,0.074168205,1,1,53.68453331,-130.4088333,2,bhm,6,1
