x1,location_code_numeric,dec_lat,dec_long,location,depth,pres_abs,density_m2,totalpycnos,area,population_phase,depth_bin,event_year,date,region_full,region_shall,region_deep,source,b_time,max_depth,abundance,date_2,wasting,wasting_presence,site_ymd,n,multiple_surveys
14685,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,11/8/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_11/8/2014,1,0
14810,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,12/14/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_12/14/2015,1,0
14829,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,0,NA,NA,NA,Current,shallow,2018,12/7/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_12/7/2018,1,0
14824,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2017,12/8/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_12/8/2017,1,0
13597,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2017,2/13/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_2/13/2017,1,0
13593,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,2/15/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_2/15/2016,1,0
13602,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2018,2/9/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_2/9/2018,1,0
13756,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,0,NA,NA,NA,Current,shallow,2019,3/15/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_3/15/2019,1,0
13715,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,3/25/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_3/25/2015,1,0
13819,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,4/11/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_4/11/2016,1,0
13814,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,4/22/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_4/22/2015,1,0
13834,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2017,4/24/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_4/24/2017,1,0
13799,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,4/26/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_4/26/2014,1,0
13847,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2018,4/27/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_4/27/2018,1,0
13953,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,0,NA,NA,NA,Current,shallow,2019,5/16/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_5/16/2019,1,0
13945,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2018,5/25/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_5/25/2018,1,0
13937,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2017,5/26/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_5/26/2017,1,0
14039,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,6/20/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_6/20/2016,1,0
14014,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,6/21/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_6/21/2014,1,0
14038,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,6/6/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_6/6/2016,1,0
14163,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2018,7/4/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_7/4/2018,1,0
14172,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,0,NA,NA,NA,Current,shallow,2019,7/5/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_7/5/2019,1,0
14287,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,0,NA,NA,NA,Current,shallow,2019,8/16/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_8/16/2019,1,0
14270,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2017,8/18/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_8/18/2017,1,0
14234,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,8/23/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_8/23/2014,1,0
14273,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Current,shallow,2018,8/5/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_8/5/2018,1,0
14374,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,9/2/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_9/2/2015,1,0
14373,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,9/27/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_9/27/2014,1,0
14382,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,9/30/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.23875_-122.6325_9/30/2015,1,0
14403,47.23875_-122.6325,47.23875,-122.6325,n/a,NA,0,NA,NA,NA,Current,shallow,2018,9/7/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.23875_-122.6325_9/7/2018,1,0
14658,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/19/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.24242_-122.5667_11/19/2013,2,1
14642,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/9/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.24242_-122.5667_11/9/2013,1,0
14690,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,0,NA,NA,NA,Decline,shallow,2015,11/9/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.24242_-122.5667_11/9/2015,1,0
14776,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/14/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.24242_-122.5667_12/14/2013,1,0
14806,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,12/20/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.24242_-122.5667_12/20/2014,1,0
14823,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,12/26/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.24242_-122.5667_12/26/2016,1,0
13694,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/22/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.24242_-122.5667_3/22/2014,1,0
13815,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,4/29/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.24242_-122.5667_4/29/2015,1,0
13883,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,5/10/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.24242_-122.5667_5/10/2014,1,0
13941,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,0,NA,NA,NA,Current,shallow,2018,5/11/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.24242_-122.5667_5/11/2018,1,0
13922,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,5/2/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.24242_-122.5667_5/2/2016,1,0
14360,47.24242_-122.5667,47.24242,-122.5667,n/a,NA,0,NA,NA,NA,Decline,shallow,2014,9/3/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.24242_-122.5667_9/3/2014,1,0
13475,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2019,1/18/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_1/18/2019,1,0
13440,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,1/19/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_1/19/2015,1,0
14686,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,11/15/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_11/15/2014,1,0
14710,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Current,shallow,2017,11/17/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_11/17/2017,1,0
14664,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/23/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.25383_-122.5539_11/23/2013,1,0
14717,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2018,11/23/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_11/23/2018,1,0
14673,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,11/26/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.25383_-122.5539_11/26/2013,1,0
14781,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2013,12/21/2013,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,0,0,47.25383_-122.5539_12/21/2013,1,0
14817,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Decline,shallow,2016,12/5/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_12/5/2016,1,0
14809,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,12/7/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_12/7/2015,1,0
13596,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,2/29/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_2/29/2016,1,0
13680,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,3/15/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_3/15/2014,1,0
13850,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2019,4/12/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_4/12/2019,1,0
13841,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Current,shallow,2018,4/13/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_4/13/2018,1,0
13830,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2017,4/17/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_4/17/2017,1,0
13817,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,4/4/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_4/4/2016,1,0
13925,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,5/16/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_5/16/2016,1,0
13919,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,5/28/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_5/28/2015,1,0
13870,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,5/3/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_5/3/2014,2,1
14059,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2019,6/28/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_6/28/2019,1,0
14043,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2017,6/30/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_6/30/2017,1,0
14047,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Current,shallow,2018,6/8/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_6/8/2018,1,0
14217,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,8/2/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.25383_-122.5539_8/2/2014,1,0
14289,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2019,8/23/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_8/23/2019,1,0
14272,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Current,shallow,2018,8/3/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_8/3/2018,1,0
14398,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,0,NA,NA,NA,Current,shallow,2017,9/1/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_9/1/2017,1,0
14384,47.25383_-122.5539,47.25383,-122.5539,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,9/12/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.25383_-122.5539_9/12/2016,1,0
13957,47.26425_-122.5454,47.26425,-122.5454,n/a,NA,0,NA,NA,NA,Current,shallow,2019,5/28/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.26425_-122.5454_5/28/2019,1,0
14045,47.26425_-122.5454,47.26425,-122.5454,n/a,NA,0,NA,NA,NA,Current,shallow,2018,6/7/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.26425_-122.5454_6/7/2018,1,0
14164,47.26425_-122.5454,47.26425,-122.5454,n/a,NA,0,NA,NA,NA,Current,shallow,2018,7/5/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.26425_-122.5454_7/5/2018,1,0
13823,47.27899_-122.4703,47.27899,-122.4703,n/a,NA,0,NA,NA,NA,Current,shallow,2017,4/3/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.27899_-122.4703_4/3/2017,1,0
13377,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Decline,shallow,2014,1/2/2014,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.28422_-122.4836_1/2/2014,1,0
13462,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,0,NA,NA,NA,Current,shallow,2017,1/23/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_1/23/2017,1,0
13478,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,0,NA,NA,NA,Current,shallow,2019,1/25/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_1/25/2019,1,0
14540,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,0,NA,NA,NA,Current,shallow,2017,10/20/2017,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_10/20/2017,1,0
14549,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,0,NA,NA,NA,Current,shallow,2018,10/26/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_10/26/2018,1,0
14526,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,10/28/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.28422_-122.4836_10/28/2015,1,0
14701,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,11/14/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_11/14/2016,1,0
13606,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Current,shallow,2018,2/23/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_2/23/2018,1,0
13712,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Decline,shallow,2015,3/18/2015,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,1,47.28422_-122.4836_3/18/2015,1,0
13848,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,0,NA,NA,NA,Current,shallow,2019,4/5/2019,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_4/5/2019,1,0
13929,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Decline,shallow,2016,5/23/2016,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_5/23/2016,1,0
13939,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,0,NA,NA,NA,Current,shallow,2018,5/4/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_5/4/2018,1,0
14053,47.28422_-122.4836,47.28422,-122.4836,n/a,NA,1,NA,NA,NA,Current,shallow,2018,6/22/2018,Salish Sea,SalishSea,Canada + Puget Sound,MARINe_CitSciObs_Global,NA,NA,NA,NA,1,0,47.28422_-122.4836_6/22/2018,1,0
