year,month,day,stat_area,sub_area,num_quadrats,num_pycno,presence,bottom_time,lat,lon,depth,source
2007,NA,NA,2,NA,16,2,1,41,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,48,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,2,1,44,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,2,1,29,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,42,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,16,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,20,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,5,1,52,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,3,1,35,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,18,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,19,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,30,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,6,1,21,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,7,1,15,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,2,1,42,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,5,1,47,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,18,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,6,1,34,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,40,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,59,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,24,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,44,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,23,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,20,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,15,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,13,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,2,1,40,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,19,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,55,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,30,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,38,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,50,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,2,1,24,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,37,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,38,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,23,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,20,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,34,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,9,1,29,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,27,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,28,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,3,1,55,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,35,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,54,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,25,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,19,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,7,1,49,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,18,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,18,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,26,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,0,0,21,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,1,1,21,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,4,1,54,NA,NA,NA,abalone
2007,NA,NA,2,NA,16,2,1,18,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,3,1,32,NA,NA,NA,abalone
2008,NA,NA,2,NA,12,1,1,28,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,2,1,34,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,47,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,34,NA,NA,NA,abalone
2008,NA,NA,2,NA,12,1,1,28,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,1,1,8,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,39,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,51,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,38,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,1,1,28,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,2,1,70,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,3,1,36,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,3,1,18,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,1,1,7,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,1,1,7,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,0,0,14,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,21,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,5,1,46,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,2,1,31,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,26,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,57,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,1,1,19,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,0,0,10,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,5,1,14,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,60,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,53,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,2,1,27,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,2,1,36,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,20,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,50,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,0,0,16,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,5,1,3,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,41,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,29,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,47,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,2,1,24,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,41,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,3,1,40,NA,NA,NA,abalone
2008,NA,NA,2,NA,14,1,1,44,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,1,1,47,NA,NA,NA,abalone
2008,NA,NA,2,NA,8,0,0,14,NA,NA,NA,abalone
2008,NA,NA,2,NA,16,0,0,22,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,5,1,52,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,0,0,62,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,0,0,94,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,1,1,11,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,0,0,24,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,0,0,66,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,3,1,63,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,3,1,49,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,0,0,31,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,1,1,44,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,3,1,22,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,2,1,20,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,0,0,61,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,4,1,82,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,3,1,34,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,0,0,50,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,0,0,41,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,1,1,32,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,3,1,41,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,4,1,75,NA,NA,NA,abalone
2008,NA,NA,27,NA,16,2,1,57,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,1,1,29,NA,NA,NA,abalone
2008,NA,NA,27,NA,8,0,0,25,NA,NA,NA,abalone
2009,NA,NA,11,NA,8,2,1,30,NA,NA,NA,abalone
2009,NA,NA,11,NA,8,1,1,29,NA,NA,NA,abalone
2009,NA,NA,11,NA,16,0,0,55,NA,NA,NA,abalone
2009,NA,NA,11,NA,8,3,1,25,NA,NA,NA,abalone
2009,NA,NA,11,NA,8,0,0,25,NA,NA,NA,abalone
2009,NA,NA,11,NA,16,2,1,50,NA,NA,NA,abalone
2009,NA,NA,11,NA,8,0,0,25,NA,NA,NA,abalone
2009,NA,NA,11,NA,16,1,1,55,NA,NA,NA,abalone
2009,NA,NA,11,NA,16,0,0,46,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,1,1,20,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,30,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,26,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,4,1,23,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,5,1,30,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,23,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,26,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,15,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,1,1,50,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,1,1,59,NA,NA,NA,abalone
2009,NA,NA,12,NA,9,1,1,50,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,0,0,38,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,1,1,29,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,1,1,32,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,0,0,48,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,0,0,37,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,2,1,72,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,23,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,20,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,0,0,20,NA,NA,NA,abalone
2009,NA,NA,12,NA,8,4,1,38,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,0,0,43,NA,NA,NA,abalone
2009,NA,NA,12,NA,15,0,0,58,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,0,0,65,NA,NA,NA,abalone
2009,NA,NA,12,NA,16,0,0,40,NA,NA,NA,abalone
2009,NA,NA,13,NA,16,8,1,50,NA,NA,NA,abalone
2009,NA,NA,13,NA,8,6,1,22,NA,NA,NA,abalone
2009,NA,NA,13,NA,16,10,1,33,NA,NA,NA,abalone
2009,NA,NA,14,NA,8,2,1,25,NA,NA,NA,abalone
2009,NA,NA,14,NA,8,2,1,18,NA,NA,NA,abalone
2009,NA,NA,14,NA,8,8,1,17,NA,NA,NA,abalone
2009,NA,NA,14,NA,8,2,1,31,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,0,0,9,NA,NA,NA,abalone
2009,NA,NA,15,NA,16,0,0,38,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,0,0,10,NA,NA,NA,abalone
2009,NA,NA,15,NA,16,0,0,40,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,1,1,13,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,2,1,15,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,4,1,13,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,0,0,16,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,3,1,21,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,20,1,17,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,1,1,21,NA,NA,NA,abalone
2009,NA,NA,15,NA,8,3,1,16,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,6,1,15,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,0,0,15,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,6,1,14,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,5,1,11,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,1,1,15,NA,NA,NA,abalone
2009,NA,NA,16,NA,16,1,1,21,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,0,0,15,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,1,1,14,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,4,1,13,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,6,1,24,NA,NA,NA,abalone
2009,NA,NA,16,NA,8,0,0,14,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,4,1,32,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,2,1,44,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,14,1,80,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,4,1,73,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,17,1,60,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,0,0,60,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,1,1,68,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,2,1,60,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,6,1,54,NA,NA,NA,abalone
2011,NA,NA,5,NA,16,2,1,43,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,83,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,8,1,57,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,33,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,5,1,40,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,42,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,4,1,37,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,51,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,7,1,49,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,57,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,5,1,53,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,59,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,1,1,56,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,61,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,4,1,52,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,30,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,46,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,4,1,60,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,74,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,51,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,69,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,65,NA,NA,NA,abalone
2011,NA,NA,6,NA,8,1,1,30,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,8,1,63,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,1,1,39,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,52,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,55,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,47,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,37,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,44,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,1,1,46,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,5,1,50,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,34,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,6,1,89,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,4,1,53,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,4,1,58,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,34,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,3,1,38,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,2,1,54,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,26,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,0,0,24,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,8,1,60,NA,NA,NA,abalone
2011,NA,NA,6,NA,16,1,1,36,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,3,1,79,NA,NA,NA,abalone
2011,NA,NA,7,NA,12,3,1,88,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,2,1,78,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,4,1,76,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,0,0,59,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,5,1,44,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,2,1,80,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,2,1,65,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,1,1,66,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,4,1,92,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,2,1,77,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,6,1,95,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,1,1,79,NA,NA,NA,abalone
2011,NA,NA,7,NA,12,1,1,93,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,0,0,88,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,6,1,91,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,5,1,52,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,1,1,27,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,0,0,55,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,5,1,50,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,1,1,70,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,6,1,66,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,3,1,72,NA,NA,NA,abalone
2011,NA,NA,7,NA,16,2,1,84,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,75,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,67,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,61,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,67,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,66,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,63,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,24,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,49,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,49,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,5,1,31,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,2,1,29,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,5,1,52,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,64,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,2,1,37,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,3,1,88,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,47,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,64,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,6,1,83,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,51,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,32,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,50,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,10,1,41,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,6,1,39,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,40,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,36,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,3,1,32,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,69,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,30,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,6,1,47,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,39,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,48,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,72,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,4,1,43,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,41,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,2,1,50,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,80,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,2,1,32,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,1,1,25,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,2,1,46,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,2,1,65,NA,NA,NA,abalone
2012,NA,NA,2,NA,16,0,0,41,NA,NA,NA,abalone
